ZipCode,StateName,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12
2911,Rhode Island,213100,216600,2.31E+05,2.29E+05,226500,211900,225300,241400,250400,2.46E+05,230600,223600
45377,Ohio,115600,117400,126600,128100,128100,135700,134500,146100,140800,141200,1.30E+05,140500
85310,Arizona,300600,301800,301800,275400,272700,283400,281100,294100,2.89E+05,302300,2.92E+05,295400
94519,California,5.39E+05,524700,521200,528300,574900,596600,591400,5.87E+05,571300,5.57E+05,542300,532900
21085,Maryland,271200,266700,262700,209200,208100,210100,230100,224900,215400,203900,216200,
99037,Washington,3.01E+05,282600,278200,273200,289800,294600,281900,258400,3.06E+05,292300,339400,2.87E+05
45209,Ohio,239600,259600,285900,288800,270900,269200,258700,271200,269400,274600,253900,
33034,Florida,116900,117400,122200,128900,134900,130600,133900,129200,130100,120100,117200,131400
73118,Oklahoma,183600,184300,166500,153200,158200,1.59E+05,154300,155400,149500,157900,1.41E+05,174200
85139,Arizona,173700,1.72E+05,174100,176200,184100,187600,189500,192100,188500,192800,192200,191500
7650,New Jersey,5.50E+05,5.19E+05,453300,494400,517400,591700,595100,5.78E+05,555700,604500,613300,
35080,Alabama,185700,188900,191800,190500,195900,195500,192400,188900,200500,203300,206400,196500
19044,Pennsylvania,231600,223100,2.13E+05,2.23E+05,246100,255600,251800,250600,256700,262500,245200,
6029,Connecticut,249100,232300,238500,242200,260600,260100,267300,248500,241700,220100,214200,187600
8840,New Jersey,356600,374900,408600,3.88E+05,372400,357200,367800,367900,351900,353900,364200,379100
32903,Florida,376200,360400,360400,329500,322800,313200,298900,327600,3.41E+05,358600,3.59E+05,360400
7751,New Jersey,406800,400400,408500,451300,415100,431100,4.43E+05,491800,4.77E+05,428400,430400,429100
91381,California,630900,696200,730800,7.85E+05,783300,789700,8.20E+05,796700,,,,
1501,Massachusetts,237700,246400,269700,268200,265900,262200,2.40E+05,243400,240300,254800,2.52E+05,
7405,New Jersey,382800,377100,457300,417500,395600,3.29E+05,348300,360200,366300,395900,4.22E+05,414800
6119,Connecticut,216800,245400,232400,2.80E+05,261100,297800,285100,295300,263100,264700,207100,212200
94945,California,833200,847700,9.10E+05,951200,916400,804800,783900,760600,910800,906700,957700,
8033,New Jersey,3.88E+05,450700,441300,4.80E+05,434600,467700,436800,445500,438200,4.64E+05,452200,
48323,Michigan,294300,3.57E+05,333900,377900,338800,330600,309300,322800,347600,343500,312700,292700
30273,Georgia,132200,131900,104400,116300,119400,133400,133100,129300,125200,130600,127500,
15009,Pennsylvania,179500,1.92E+05,191800,202300,189400,189300,184100,183100,191100,186900,188600,180800
37090,Tennessee,251500,244300,244500,269300,265100,287500,279300,284600,261600,246400,251500,280900
34690,Florida,96200,101100,100800,105900,101400,97900,95800,101600,106700,110700,112400,117800
30179,Georgia,151800,151600,147700,136900,140300,1.44E+05,141100,144300,145400,152800,146200,
92014,California,1630200,1742200,1728800,1680600,1580800,1635800,1.76E+06,,,,,
8008,New Jersey,7.84E+05,753200,737600,731900,818900,8.28E+05,815700,747300,795600,785100,821800,801500
22124,Virginia,674100,713600,6.94E+05,7.19E+05,653300,613400,582500,628300,620800,667500,619700,
37416,Tennessee,133600,147100,169500,162800,144300,128500,120100,123800,129100,146300,151200,140300
90293,California,5.79E+05,620900,682700,744800,710600,705800,7.17E+05,751800,754800,734100,712500,669400
55306,Minnesota,272100,2.73E+05,290300,3.05E+05,298400,283400,2.82E+05,289700,307400,308900,309400,281200
48051,Michigan,200800,196200,193800,200600,2.11E+05,209400,2.01E+05,186500,1.69E+05,183500,1.88E+05,2.10E+05
33565,Florida,267500,263100,264300,248300,241500,249400,2.44E+05,2.60E+05,2.33E+05,243400,283500,
78737,Texas,428100,449400,444700,445500,435900,454600,440700,430900,422600,432200,442700,447900
95110,California,7.16E+05,732600,770100,809200,798100,818800,847800,864100,8.28E+05,761800,740600,748100
29078,South Carolina,137900,1.32E+05,133300,139500,146100,150800,154800,1.59E+05,165700,156200,150100,132600
15234,Pennsylvania,1.43E+05,155600,1.48E+05,150100,127500,137100,131900,1.34E+05,133500,132900,,
63126,Missouri,198900,181600,187400,191400,207800,208800,211500,213400,202600,213400,210200,219200
80903,Colorado,250900,276900,282100,2.88E+05,282900,277400,280700,266600,287600,283100,294600,286600
50313,Iowa,98600,107300,1.10E+05,1.15E+05,114100,108100,115300,112300,118900,117600,114800,115500
33545,Florida,254400,251400,246400,232300,229900,2.32E+05,235500,234800,239500,228300,228500,221900
29662,South Carolina,158200,157500,155500,155700,159100,167400,169500,165700,162300,169300,169400,173400
10538,New York,1117600,1072100,1062700,1074100,1165300,1171900,1225500,1171700,1164700,1.13E+06,1193100,1185600
22205,Virginia,786200,740800,7.88E+05,824500,888400,858700,846500,865600,917900,9.34E+05,882100,865100
33549,Florida,250800,247700,2.50E+05,245500,237500,232300,234400,225600,217500,219600,2.35E+05,236200
2777,Massachusetts,286800,274800,296400,2.59E+05,262200,255400,260100,2.65E+05,270200,270800,268300,
11754,New York,438800,423600,430600,406200,428600,435100,461800,466300,457400,4.70E+05,475700,
12524,New York,272900,2.86E+05,297900,3.01E+05,288400,257700,251200,270700,2.91E+05,296800,2.82E+05,2.58E+05
95817,California,345100,323500,327500,2.81E+05,297600,311300,332700,3.59E+05,359800,415200,425300,436300
20151,Virginia,522300,514200,477100,464900,453700,480500,449800,486500,4.97E+05,538200,530700,
93280,California,188900,192500,188700,201400,191700,185400,180700,182600,186800,201100,216700,209100
60546,Illinois,292600,291100,327900,314900,351700,298400,2.99E+05,262800,295400,297500,296200,258800
20724,Maryland,306700,326400,344700,358400,351700,332600,310600,312900,302600,309400,316500,330100
91746,California,473500,474500,458700,466500,473400,494700,491500,475900,479600,476100,472700,485900
8830,New Jersey,262600,248100,267400,261300,288600,266500,275100,273500,279900,277800,274500,286100
2188,Massachusetts,374800,370400,367200,3.58E+05,350400,345200,358600,364100,358500,356700,369300,389700
99016,Washington,271800,291700,301300,292800,271300,2.83E+05,270700,281300,274200,276600,279500,2.79E+05
92377,California,394300,4.02E+05,405300,395700,394600,389700,395900,401600,412100,416700,409100,403600
95366,California,428900,452800,475800,483700,473300,487200,448100,465400,461900,520600,514900,517600
60084,Illinois,188800,214500,211600,233200,200900,219800,222300,223500,213700,223500,222200,223700
21108,Maryland,449300,425900,464400,441400,446100,402500,354900,371700,377100,425700,411200,4.19E+05
92865,California,625100,619600,638600,6.24E+05,638300,630300,679200,677500,664900,618700,589500,
2421,Massachusetts,997200,838300,835400,874800,988500,996200,970600,961700,1054200,1041900,1041500,1004900
63131,Missouri,596700,640600,625100,548600,513100,520400,562700,567400,616500,597300,565600,499400
55371,Minnesota,210400,212600,207400,201200,199900,202900,202800,197700,206100,201100,198800,198800
60436,Illinois,118100,117300,140400,132900,131200,123900,119900,122900,117600,120300,1.21E+05,116200
38120,Tennessee,300900,2.79E+05,300100,294100,300500,295900,280900,279600,292100,317700,319400,3.02E+05
27504,North Carolina,163700,156100,149400,154600,162300,155600,152400,156600,155700,161700,161800,
2351,Massachusetts,335300,295100,316800,344200,381500,3.72E+05,355500,351600,3.42E+05,3.47E+05,344900,
68136,Nebraska,248900,234300,243600,240700,248500,232900,237900,2.41E+05,249100,237200,227200,224800
33327,Florida,4.75E+05,476700,519800,509800,524100,518100,511100,475100,480500,490500,4.95E+05,472500
89005,Nevada,2.78E+05,288200,292900,304200,285900,284900,278800,309600,311500,313300,294800,296600
37377,Tennessee,3.62E+05,3.30E+05,318300,361700,380800,374800,331600,3.32E+05,3.50E+05,362600,359400,347800
8837,New Jersey,280300,262900,229900,212200,210700,239700,265200,265200,255900,260200,291700,322300
63005,Missouri,5.50E+05,5.48E+05,572800,561900,531100,5.11E+05,544800,560200,574800,528900,5.28E+05,511900
1028,Massachusetts,287100,2.81E+05,340700,340900,309300,243600,238400,279600,260400,248200,256700,
22546,Virginia,179500,183200,193500,201400,199600,206200,201900,198600,193400,199600,221100,
92844,California,457700,445200,4.99E+05,510700,5.55E+05,535400,514300,511400,471300,458200,499300,564700
13219,New York,127900,132800,139400,141500,138900,1.32E+05,1.31E+05,124100,121100,122600,125100,
60118,Illinois,259800,231200,218300,197100,209600,195300,213200,220100,231500,238800,2.49E+05,2.57E+05
35210,Alabama,170800,169500,1.69E+05,167100,173800,167200,155600,143200,164300,161400,169400,
2019,Massachusetts,273400,280200,324300,3.38E+05,345500,326200,318100,310300,308600,3.24E+05,325300,
7067,New Jersey,371500,375800,357200,352200,331800,324700,319100,3.29E+05,335700,353600,369600,372300
2359,Massachusetts,369100,363400,382300,371300,3.82E+05,397300,373200,376900,367700,362700,369400,
18612,Pennsylvania,190700,212300,2.14E+05,196400,191300,196800,189600,184200,167300,183600,191800,193900
53901,Wisconsin,153500,131900,121700,1.23E+05,135500,140100,141500,139100,134700,133900,142100,149300
97216,Oregon,317400,333800,336500,328300,319800,326300,336800,338300,331900,316200,310100,317300
78739,Texas,455200,474700,457800,457500,449500,466100,464900,4.51E+05,442700,443100,462200,4.62E+05
22301,Virginia,734400,734100,756400,798100,771500,702200,707500,698800,766600,754100,764300,
55108,Minnesota,277800,277200,279800,292300,291800,279200,285800,295400,287500,2.54E+05,235600,250500
34715,Florida,268700,279700,273300,267300,256800,266600,261400,256900,242900,252700,243200,256100
55364,Minnesota,2.98E+05,3.13E+05,301600,308600,337500,313100,299800,246600,262500,2.71E+05,277400,319100
15229,Pennsylvania,159300,165400,1.59E+05,150200,146800,140700,148900,151700,160900,1.63E+05,,
62249,Illinois,138600,126300,125200,124900,137200,133900,153700,158500,177800,176700,167300,169300
85658,Arizona,313400,327900,323500,320900,328400,333900,3.36E+05,3.29E+05,314400,3.07E+05,2.97E+05,309200
64024,Missouri,122600,123900,131100,1.35E+05,143300,136500,135700,123200,123100,125500,128600,144700
55008,Minnesota,189700,204100,212300,206800,202400,2.04E+05,206200,2.00E+05,192100,193300,185800,2.02E+05
35094,Alabama,161700,1.49E+05,139800,147800,139800,142600,136200,149700,155400,159700,169400,
98467,Washington,4.40E+05,463500,4.72E+05,453500,458800,4.23E+05,429600,395700,395700,393700,408400,457100
19001,Pennsylvania,235200,259700,2.71E+05,277600,268300,268600,262100,248300,257100,254700,260300,
30707,Georgia,125600,146400,134200,128300,134400,127500,131500,125600,133700,133600,127400,
15226,Pennsylvania,118800,115400,117600,123900,124900,125800,1.26E+05,134300,144200,149500,139800,
44425,Ohio,80700,91600,100700,105100,96300,91500,82900,8.80E+04,96400,1.08E+05,109700,
49331,Michigan,191500,195100,197900,214500,242900,227900,213600,1.95E+05,208800,206200,,
6897,Connecticut,628400,704700,702300,7.10E+05,683200,719200,716700,709300,733500,780300,791900,
2806,Rhode Island,478700,491800,4.89E+05,474600,435900,463900,416200,427300,473200,480300,478600,448500
77378,Texas,184100,192600,1.93E+05,238800,256500,253200,195500,171400,176900,166300,161400,154200
48324,Michigan,276400,243200,251200,252600,287900,280600,289800,290700,264900,243400,241900,265900
78015,Texas,3.92E+05,4.17E+05,421900,433400,413200,388800,3.86E+05,396800,400500,370900,341100,360800
85083,Arizona,295500,281800,285200,296900,320800,327400,349500,347900,339200,329500,329900,333800
10567,New York,380300,419200,4.21E+05,448900,434100,466900,446800,424900,399300,411200,427200,436700
33305,Florida,453600,497600,506100,385100,363400,3.88E+05,411700,405800,399100,399900,433700,439300
55346,Minnesota,332500,320400,334700,319700,3.30E+05,322900,326900,319900,324600,335200,3.41E+05,3.26E+05
2067,Massachusetts,441400,473500,497200,570900,570100,569200,553900,533200,527100,519400,496800,4.95E+05
94019,California,1157200,1118700,1146400,1210900,1196600,1130600,1081900,1078100,1208200,1311700,1.31E+06,1221900
13104,New York,244700,263300,250800,219600,236400,244100,281800,252200,,,,
7079,New Jersey,612800,652600,703400,737700,767800,685400,617100,558400,620400,590600,632700,
60131,Illinois,206500,229600,247500,241500,224700,187400,195700,199300,206700,195600,190700,198700
20737,Maryland,2.62E+05,260600,263200,2.77E+05,273700,273700,255900,244500,249300,249100,2.65E+05,245700
33315,Florida,272500,317900,306800,349100,336100,319100,277700,269100,276700,281100,284900,3.01E+05
45432,Ohio,136600,111900,101900,98900,1.10E+05,118300,114800,109600,116400,127400,132400,
33184,Florida,261200,296600,327600,306400,327900,3.14E+05,313800,327200,3.18E+05,344500,281900,329200
91390,California,593800,590400,599600,580900,567600,586100,590800,595600,600300,644600,660200,6.52E+05
19054,Pennsylvania,231700,229800,207300,212900,224500,231300,236200,230100,231400,231400,236900,250400
78732,Texas,429900,426600,452600,478200,4.77E+05,465800,481600,488300,497400,492600,476300,454600
22025,Virginia,333700,342800,349100,3.54E+05,348200,364100,359200,352400,341100,345300,353800,349100
2726,Massachusetts,283700,2.67E+05,247900,254600,273400,2.92E+05,289200,307800,306300,310600,296400,
10549,New York,6.44E+05,669500,691700,6.87E+05,612100,546500,517300,565800,575100,596600,601600,569300
91105,California,1091600,1154300,1147600,1241100,1173300,1230900,1159300,1300400,1379300,1429300,1579900,1.41E+06
11733,New York,425500,438400,448700,492600,486800,485100,480900,484100,459500,4.23E+05,,
44140,Ohio,244800,240200,230800,218700,215400,230400,237200,242400,256400,248600,259800,258700
11030,New York,1480400,1.46E+06,1516900,1441400,1422100,1451100,1550200,1.52E+06,1.50E+06,1965100,2022100,
30317,Georgia,340600,349100,341800,342300,348100,3.55E+05,383600,404300,385400,395900,385600,
12019,New York,306800,311600,305400,284800,266500,257600,2.64E+05,279500,288600,295100,299800,293900
18040,Pennsylvania,229200,238300,249900,263600,253200,241600,235100,252600,253600,249400,227800,211600
27525,North Carolina,216400,181300,186600,213200,199600,201100,180700,208300,209100,201300,180500,169500
40217,Kentucky,1.52E+05,152600,166900,176300,1.82E+05,170300,171100,172600,170500,171100,164900,170200
64117,Missouri,114400,121600,117600,125500,120500,119600,118600,121400,128400,1.34E+05,132700,136200
64056,Missouri,1.26E+05,136500,132800,145200,136300,131300,121400,123200,135400,150300,155800,149500
75409,Texas,200700,210100,211400,217200,220500,228400,231100,228100,233700,235800,223100,214200
29657,South Carolina,109500,129200,101400,121900,107700,130100,129800,129100,130900,133200,123400,127300
37083,Tennessee,117100,119500,113400,1.21E+05,119700,119300,115500,104800,113900,111500,125200,115700
19462,Pennsylvania,269700,299900,328800,349400,3.62E+05,332200,316100,296100,3.12E+05,344900,3.13E+05,
85757,Arizona,178500,190600,1.95E+05,197700,196800,1.95E+05,191100,185300,182700,183300,176200,178200
80465,Colorado,465600,4.45E+05,423600,421900,445400,452300,472700,461800,479400,422900,435400,416700
32656,Florida,153700,160100,151300,144100,1.52E+05,169400,156700,150600,136100,144200,1.44E+05,161700
27592,North Carolina,188800,190400,198400,228800,232100,213800,205100,224300,247300,245900,230800,2.35E+05
97038,Oregon,300200,3.03E+05,303800,310700,316100,316500,326700,327800,3.36E+05,333200,332900,
53129,Wisconsin,215700,223100,226600,227500,227300,236100,221800,214800,218200,219300,234800,251100
60490,Illinois,268800,264500,282500,287800,306800,295800,292300,287900,299900,284400,272200,275900
7646,New Jersey,396900,388900,393500,403300,401100,412900,404300,411500,405300,409100,414800,
98045,Washington,494700,4.81E+05,541600,569900,594800,5.54E+05,533200,558700,607100,588700,573500,572600
2189,Massachusetts,316700,354200,336300,340500,300500,315100,328300,348800,3.49E+05,325700,317400,
46303,Indiana,184700,168300,176800,175900,196100,194400,182400,168700,173500,212600,219600,212200
21046,Maryland,318800,323700,328200,322300,318700,310700,311600,305700,312600,311300,307400,312700
19126,Pennsylvania,145800,128600,151100,139500,142400,134200,125300,133600,155700,152400,169500,138700
29860,South Carolina,190100,171700,169900,163800,173100,177200,188800,190700,184500,180600,188900,191600
34241,Florida,301300,264900,2.97E+05,304300,323600,316500,312500,2.95E+05,276800,3.00E+05,320200,324300
46122,Indiana,188400,191900,200500,190800,182500,178400,171800,180300,176900,190500,182200,
92075,California,982800,1139400,1211800,1302500,1.28E+06,1388400,1321900,1312100,1138700,1.09E+06,1.08E+06,1165500
90715,California,478500,492500,476500,499600,508300,555500,534800,534400,500300,489900,444500,
11553,New York,349400,346800,351200,352300,343900,351900,367700,3.86E+05,366200,366100,372800,
49319,Michigan,166700,170300,185800,190900,189800,175200,173600,174600,173200,181700,181500,183200
87113,New Mexico,2.74E+05,273900,259100,263200,274700,260300,251300,249200,247600,247200,227500,244200
48026,Michigan,155600,161100,152800,143800,131900,124700,134800,139200,1.51E+05,153300,160800,166200
74429,Oklahoma,136700,1.32E+05,136300,134900,134100,134700,143400,140700,141200,136500,134500,132900
7628,New Jersey,369400,370400,377500,392500,391200,380400,371400,379800,374900,358700,361400,
30276,Georgia,255800,254300,250400,234100,220400,254800,254100,251800,2.51E+05,2.62E+05,278100,
33412,Florida,388100,367200,381300,364400,3.68E+05,353400,383800,403300,412500,401400,396500,
22066,Virginia,1015100,948600,923700,971900,9.99E+05,920900,893700,928700,904700,853800,904600,
33559,Florida,207200,230200,230200,228200,2.18E+05,216600,223500,222300,2.17E+05,211100,2.21E+05,232300
11782,New York,418600,401900,421200,460200,488500,523900,468200,450500,414600,417500,,
34211,Florida,370300,407200,410300,418300,374100,374700,340500,3.55E+05,360300,395600,3.91E+05,373100
11961,New York,217600,2.19E+05,263300,264300,273600,260100,262100,266200,263900,270900,,
80030,Colorado,305900,304500,321100,319300,323100,311900,316300,317300,309200,302800,297900,298600
7746,New Jersey,548200,5.46E+05,474100,449700,477600,510800,530200,531400,527900,519600,504700,
27006,North Carolina,220200,235100,225400,225300,219100,228900,229500,222400,201700,2.03E+05,201400,217900
19363,Pennsylvania,254800,241500,266800,262600,262100,2.34E+05,262600,275700,2.74E+05,248600,242800,256500
1007,Massachusetts,278200,286500,221500,218500,219800,262200,257500,251100,259200,273100,2.68E+05,
37135,Tennessee,425400,436700,442500,415900,406800,407200,414900,410100,4.12E+05,419400,414900,4.35E+05
77059,Texas,283200,275500,267100,287300,291900,304700,3.04E+05,300800,312900,329700,356600,351900
60455,Illinois,184900,166500,163200,159900,163700,165500,169400,162900,176400,180400,181600,177300
19057,Pennsylvania,2.04E+05,187100,184300,189800,216800,203700,195200,192600,199700,204100,215700,229100
33715,Florida,334600,360300,378300,353700,309900,296700,292500,307500,331400,3.29E+05,357400,334800
20187,Virginia,404800,423600,448100,483300,486600,471200,446400,4.61E+05,446500,460900,,
98663,Washington,302100,321800,322600,305200,295300,285700,2.96E+05,289500,308400,300400,304200,289900
7730,New Jersey,3.23E+05,336900,338200,355200,358800,361200,354300,340600,358200,358300,366200,343600
66205,Kansas,266700,270700,2.72E+05,251400,263700,247300,253200,2.40E+05,226900,221300,245800,
22039,Virginia,749900,769500,787900,7.83E+05,7.69E+05,769100,794400,766300,787100,760100,791200,
32827,Florida,435900,413800,427400,403100,405900,381600,348600,335500,351600,343200,369400,346800
37188,Tennessee,2.09E+05,212600,216800,216600,218800,218700,221900,215500,217700,2.25E+05,228600,
28164,North Carolina,212700,206700,192200,200700,215800,220900,229900,220200,187800,1.76E+05,167800,209100
91901,California,631300,611900,617400,624100,631800,609600,589700,551900,5.93E+05,601800,627400,600900
18938,Pennsylvania,512200,440600,442400,467400,522100,530100,5.67E+05,583700,5.90E+05,565900,513900,574500
60417,Illinois,178600,179100,164300,160400,161400,1.58E+05,157600,156600,1.58E+05,146900,156200,175300
90502,California,422400,429700,447700,4.67E+05,465900,431200,4.21E+05,426100,418500,437800,451800,511400
77447,Texas,213100,258200,2.54E+05,256700,231500,1.83E+05,190100,1.93E+05,216900,230700,236500,267400
7522,New Jersey,147800,165300,162700,1.58E+05,142900,135700,137700,147400,158100,151300,175500,
77441,Texas,378500,384400,381500,371400,371700,386500,410700,407200,399700,395900,420100,
20012,District of Columbia,617900,586100,6.73E+05,694800,714700,667900,712300,687100,735300,644200,685400,596700
6716,Connecticut,204600,218900,198300,198400,202200,196100,2.13E+05,2.24E+05,226200,208200,217300,
6070,Connecticut,297800,3.04E+05,296300,328800,317300,3.25E+05,310100,304200,322100,305200,313300,
93630,California,264900,245800,248800,243800,270500,250300,246500,249100,266700,257900,,
40210,Kentucky,24300,26600,26500,27100,22500,26700,29300,29200,25100,2.20E+04,25300,23600
78642,Texas,353900,340700,369800,360400,334300,316700,333300,344600,3.31E+05,302300,306600,324400
80236,Colorado,362400,364800,359900,356100,365600,376800,372300,369500,370400,3.64E+05,368300,367100
64057,Missouri,195400,2.04E+05,193600,1.73E+05,177800,176900,1.76E+05,156500,1.56E+05,1.57E+05,177900,
68132,Nebraska,184600,209900,200400,211200,192100,223500,224600,219600,178600,195800,200700,
30011,Georgia,171200,174800,174200,177100,176200,184300,176800,181800,172900,170900,163500,
7066,New Jersey,427300,433300,426700,430700,426500,427400,428400,435900,392500,387300,414400,4.67E+05
76266,Texas,198400,187100,206200,2.11E+05,205900,212800,219700,242100,228100,229300,221400,216100
7031,New Jersey,372100,356600,331500,345400,328200,358700,371200,386100,348300,327600,322600,
92344,California,296300,292100,288500,293200,307500,317400,312200,310700,305300,307400,307200,318700
23838,Virginia,308100,316100,280700,292300,275400,300200,316200,306900,293900,305200,332100,372400
33957,Florida,662100,698100,7.45E+05,709200,767800,769100,748500,676400,671400,611200,633100,
55436,Minnesota,514600,511100,397200,383300,379600,385200,373200,389500,421800,394900,401600,409800
93728,California,166300,157100,165500,167200,172600,174100,173300,1.74E+05,,,,
6470,Connecticut,448400,4.66E+05,482500,424600,395400,386800,387400,382800,375800,354200,344100,355300
94505,California,571600,577800,561400,559400,584200,592400,579900,601700,609100,643400,615100,6.01E+05
93263,California,216500,210400,217700,240500,261400,278100,286800,267900,256500,253300,240900,238800
92010,California,712200,6.49E+05,680500,754200,831900,8.69E+05,821600,807200,866300,817500,852800,7.19E+05
34669,Florida,166500,180300,182500,183100,164500,161200,159800,170200,175500,179700,169800,159600
48025,Michigan,3.77E+05,364500,372600,376100,383700,,,,,,,
20905,Maryland,476300,456600,453900,454900,473300,485800,481300,4.68E+05,467300,471300,497800,482100
50316,Iowa,99800,114300,1.19E+05,104100,91200,82400,83900,80900,8.80E+04,8.90E+04,89900,9.30E+04
92587,California,407400,429300,405500,412800,396900,394700,392600,384700,385900,380800,389600,412100
22553,Virginia,265200,263300,279400,265800,243400,259900,266900,281300,259200,261100,277100,2.68E+05
70121,Louisiana,222700,204200,209200,1.84E+05,179400,185500,192200,1.94E+05,193300,199800,219300,202600
28023,North Carolina,150300,146400,142600,125500,123200,133900,131200,136500,137900,149400,140700,148100
32951,Florida,368400,3.88E+05,397200,424300,415500,388700,392400,409100,443700,424500,418300,396100
1106,Massachusetts,298800,319100,289900,332300,295700,331700,328200,372800,347100,339800,3.19E+05,331400
15116,Pennsylvania,1.91E+05,185400,220100,2.17E+05,216400,2.04E+05,191700,187500,187100,187600,196200,
22151,Virginia,488500,473100,472700,469500,474600,479300,490500,508500,508300,516900,515900,
29033,South Carolina,92800,109200,115500,108600,96600,9.60E+04,95600,89700,92500,98400,104900,1.15E+05
30656,Georgia,191400,2.00E+05,185400,195400,186300,190500,178400,199900,192700,191500,202700,
94920,California,2598800,2670200,2386500,2436100,2102800,2403800,2440100,2694600,2499300,2576900,2542500,2262500
46373,Indiana,305900,302300,337700,325400,318500,290500,308900,335900,331400,320200,307600,299700
6117,Connecticut,3.31E+05,338400,337800,343100,309400,311800,312600,313400,335600,313600,310200,
21074,Maryland,225600,2.22E+05,2.55E+05,274700,296700,271900,275500,257700,255100,231200,245400,258600
93631,California,280200,265400,282900,277900,299200,296800,275800,251600,2.44E+05,256400,286900,297800
91902,California,653200,695600,714900,705700,690400,708300,687500,682200,681100,688500,687300,
43125,Ohio,144800,151500,156300,170800,172900,169300,155300,152300,164300,167600,157400,149200
8062,New Jersey,3.33E+05,307900,322100,306100,310600,305300,294400,319600,329400,348600,353100,3.36E+05
11726,New York,330300,342700,322600,348400,370900,374600,3.80E+05,349300,345500,,,
33167,Florida,2.04E+05,214600,201900,203600,189100,189200,195600,210100,211900,195800,190800,193800
70447,Louisiana,266100,274100,279300,281400,285800,277500,271300,261700,271300,267400,268900,
64701,Missouri,158700,152200,140800,154800,156800,156900,138800,145100,160500,1.77E+05,168600,
7940,New Jersey,790500,793900,775900,718600,719900,785800,726100,694200,634100,669300,764400,808400
48855,Michigan,218700,234900,248200,249900,250900,250900,253200,239600,230900,219600,226300,236500
63025,Missouri,268600,260800,278600,304900,3.27E+05,319600,281300,272400,251600,279400,277100,304800
53532,Wisconsin,273600,315400,321800,307100,297400,306900,296800,269700,2.56E+05,246700,2.47E+05,263900
1520,Massachusetts,263100,265300,288600,293100,321500,303500,299900,284900,288400,318300,346800,
20855,Maryland,416400,409400,442800,492800,500200,4.86E+05,447200,465800,457400,485100,464700,474400
33534,Florida,184300,189500,209800,195500,191300,175500,1.78E+05,177800,181800,178200,183800,178100
94507,California,1668700,1569200,1718700,1654900,1769600,1680100,1.58E+06,1549700,1539800,1661600,1736100,1661100
7882,New Jersey,180600,174500,185300,178900,184900,194800,193400,214400,204500,207700,189300,
20186,Virginia,343600,3.77E+05,3.70E+05,358900,350600,346300,3.61E+05,370100,356900,339700,321700,353400
62294,Illinois,1.66E+05,171100,1.86E+05,192100,187500,194400,189400,196300,206300,195500,1.93E+05,180400
76118,Texas,200700,197700,1.86E+05,181700,202500,213800,213100,203200,204100,194400,192800,198300
11703,New York,369100,3.80E+05,366900,352500,345400,355800,366900,353800,358700,349600,376200,385300
64082,Missouri,287500,290500,297100,278400,267700,281300,299600,297100,295300,283700,297200,273200
55398,Minnesota,218800,218500,224100,2.15E+05,227300,227800,229100,224600,,,,
35120,Alabama,162800,179400,187600,180200,1.67E+05,163900,180600,186500,189200,1.73E+05,167500,
98660,Washington,260600,293100,316300,349500,339900,358400,331700,340700,315500,3.19E+05,290800,301300
7005,New Jersey,395800,343400,321300,349100,405400,427700,411200,390900,395100,4.11E+05,429200,436800
78255,Texas,354700,3.54E+05,316300,302200,327700,310400,3.23E+05,326500,321700,3.66E+05,376800,416800
62034,Illinois,229400,232500,201900,193100,203300,206600,211600,195300,185500,205400,203800,228900
30103,Georgia,139500,139100,144700,128500,124200,134100,142800,155300,153600,148300,154900,
55376,Minnesota,242900,252900,2.86E+05,301700,316700,294200,287500,269800,270900,287500,294300,
98321,Washington,3.48E+05,352100,368800,393800,402900,415400,410800,393400,352800,353100,3.59E+05,384800
68131,Nebraska,110400,115900,138500,145900,132800,139600,145600,141500,129900,120600,113900,
1118,Massachusetts,168300,156800,153900,157600,171500,173900,174500,173800,172100,171500,170600,
2771,Massachusetts,304800,299600,304800,330800,316200,312700,304600,329600,318200,328700,317800,
15243,Pennsylvania,223800,246700,226800,230200,212200,221800,214600,202800,204300,204100,,
30107,Georgia,249400,248200,219600,203600,219800,2.43E+05,236200,218600,224100,235600,230700,
45249,Ohio,311800,311500,343500,290200,317600,336400,378600,396300,386800,413400,365600,
94556,California,1.23E+06,1102200,1.06E+06,996800,1009600,1030200,980400,1040400,1038200,1140700,1193400,
97218,Oregon,332400,359100,4.05E+05,422700,395100,383600,374700,380900,371800,379900,401500,404200
1532,Massachusetts,374400,383200,3.68E+05,402300,416800,434100,444900,434700,410400,4.17E+05,435500,
11780,New York,489400,467300,462200,423300,426600,428800,461600,475200,447600,506500,552500,
23663,Virginia,147700,134700,150900,127400,1.19E+05,110500,105300,113300,110200,109500,1.13E+05,107400
7733,New Jersey,624300,695700,676300,693800,701400,714800,704900,651100,636400,719200,719200,706200
60463,Illinois,265800,302700,275800,270200,247100,251200,261600,2.55E+05,260400,254500,245400,272700
38139,Tennessee,408900,397200,394900,411800,440700,435600,424500,411900,418800,413400,407100,404100
7481,New Jersey,672500,646300,647800,640900,650100,647600,658800,6.54E+05,684700,6.81E+05,660400,
